Year,Governorate,Perpetrator,Weapon,Health,School,Public,Private,Unknown
2017,Hama,Russia,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,1,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,Russia,Airstrike,0,1,1,0,0
2017,Idlib,Unknown,Unknown,1,0,0,0,0
2017,Idlib,US Coalition,Airstrike,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Hama,Syria,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Daraa,Russia,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,1,1,1,0
2017,Daraa,Russia-Syria,Airstrike,1,0,0,0,0
2017,Daraa,Russia,Airstrike,1,0,0,1,0
2017,Idlib,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,Russia,Airstrike,0,0,1,0,0
2017,Damascus,Unknown,Artillery Shelling,1,0,0,0,0
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,Russia,Airstrike,0,0,1,0,0
2017,Rif Dimashq,Unknown,Artillery Shelling,1,0,0,0,0
2017,Aleppo,Russia-Syria,Airstrike,1,0,0,0,0
2017,Idlib,Russia-Syria,Unknown,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Aleppo,Unknown,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Hama,Russia,Airstrike,0,0,1,0,0
2017,Aleppo,Russia,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Aleppo,Russia,Airstrike,0,1,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,1,1,1,0
2017,Hama,Syria,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Aleppo,Unknown,Airstrike,0,0,0,0,1
2017,Aleppo,Unknown,Airstrike,0,0,0,0,1
2017,Aleppo,Unknown,Airstrike,0,0,0,0,1
2017,Daraa,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Unknown,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Aleppo,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hama,Unknown,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Aleppo,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Unknown,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,1,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,1,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,1,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,1,1,1,0
2017,Idlib,Russia-Syria,Airstrike,1,0,0,0,0
2017,Hama,Syria,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,1,0,1,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Idlib,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Homs,Unknown,Artillery Shelling,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Aleppo,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,1,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hama,Unknown,Unknown,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Idlib,Russia,Airstrike,0,0,0,1,0
2017,Idlib,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Hama,Russia-Syria,Airstrike,0,0,1,0,0
2017,Rif Dimashq,Russia-Syria,Airstrike,1,0,0,0,0
2017,Idlib,Russia-Syria,Airstrike,1,0,0,0,0
2017,Idlib,Russia-Syria,Airstrike,1,0,0,0,0
2017,Idlib,Russia,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Aleppo,Unknown,Airstrike,0,0,0,0,1
2017,Aleppo,Unknown,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,1,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Idlib,Unknown,Airstrike,0,0,0,0,1
2017,Idlib,Russia-Syria,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,1,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,1,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,1,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,1,1,1,0
2017,Raqqa,US Coalition,Airstrike,1,0,0,0,0
2017,Idlib,Russia-Syria,Airstrike,1,0,0,0,0
2017,Idlib,Russia,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Aleppo,Unknown,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Airstrike,0,0,0,0,1
2017,Idlib,Russia-Syria,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Idlib,Russia,Airstrike,0,0,0,1,0
2017,Idlib,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Rif Dimashq,Other,Unknown,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Idlib,Russia,Airstrike,0,0,1,0,0
2017,Hama,Russia,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Idlib,Russia-Syria,Unknown,1,0,0,0,0
2017,Hama,Russia-Syria,Airstrike,1,0,0,0,0
2017,Hama,Russia-Syria,Unknown,1,0,0,0,0
2017,Idlib,Russia,Airstrike,1,0,0,0,0
2017,Idlib,Russia,Airstrike,1,0,0,0,0
2017,Idlib,Russia,Airstrike,1,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Unknown,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Rif Dimashq,Russia-Syria,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Idlib,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Aleppo,Russia,Airstrike,0,0,0,1,0
2017,Aleppo,Russia,Airstrike,0,0,0,1,0
2017,Deir Ezzor,Russia,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Unknown,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,Unknown,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,1,0,0,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,1,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Hasakah,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Homs,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,Russia,Airstrike,0,0,0,0,1
2017,Hama,Russia,Airstrike,0,0,0,0,1
2017,Aleppo,Russia,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,Unknown,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,1,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,1,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,1,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Airstrike,0,1,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Daraa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,1,1,0
2017,Deir Ezzor,Unknown,Airstrike,1,0,0,0,0
2017,Deir Ezzor,US Coalition,Airstrike,1,0,1,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Other,Mortar,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,1,0,0
2017,Raqqa,Other,Artillery Shelling,0,0,1,0,0
2017,Raqqa,Other,Artillery Shelling,0,0,1,0,0
2017,Raqqa,Other,Artillery Shelling,0,0,1,0,0
2017,Raqqa,Other,Artillery Shelling,0,0,1,0,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,1,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Deir Ezzor,US Coalition,Airstrike,0,0,1,1,0
2017,Deir Ezzor,US Coalition,Airstrike,1,1,1,0,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Unknown,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Deir Ezzor,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Airstrike,0,0,0,0,1
2017,Raqqa,Unknown,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Unknown,Unknown,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,Other,Artillery Shelling,0,0,0,0,1
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Airstrike,0,0,0,1,0
2017,Raqqa,US Coalition,Artillery Shelling,0,0,0,1,0
